name,global_id,entrepot,parent,Date_Création,Date_Update,Mots_clés,Sujet,Auteurs,Publication,PersistentUrl
Bioinformatic scripts to analyze metabarcoding data of fungal communities associated with two grapevine varieties (Vitis vinifera ‘Regent’ and ‘Cabernet-Sauvignon’),doi:10.15454/KMAU1G,Data INRAE,inrae://10.15454/KMAU1G,2021-02-03T21:06:00Z,2021-02-03T21:15:04Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences']","['Vacher, Corinne']",,https://doi.org/10.15454/KMAU1G
"Data associated with ""Food and habitat supplementation promotes predatory mites and enhances pest control"" by Etienne L., Bresch C., van Oudenhove L. and Mailleret L. To appear in ""Biological Control""",doi:10.15454/0AFUU9,Experimental - Observation - Simulation,inrae://10.15454/0AFUU9,2021-03-24T15:23:09Z,2021-06-28T20:58:49Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Mailleret, Ludovic']",,https://doi.org/10.15454/0AFUU9
Design1to7_ClusteringMixedData,doi:10.57745/6IFQYQ,Inria,inria://10.57745/6IFQYQ,2023-03-03T15:31:40Z,2023-03-20T05:34:32Z,['clustering'],['Computer and Information Science'],"['DEVIGNES, Marie-Dominique', ""PREUD'HOMME, Grégoire"", 'DUARTE, Kevin', 'DALLEAU, Kevin', 'LACOMBLEZ, Claire', 'BRESSO, Emmanuel', 'SMAIL-TABBONE Malika']",,https://doi.org/10.57745/6IFQYQ
Terahertz cyclotron emission from two-dimensional Dirac fermions,doi:10.57745/LXTWNG,Data_UMontpellier,univ-montpellier://10.57745/LXTWNG,2023-02-01T21:02:43Z,2023-02-09T15:07:49Z,"['condensed matter physics', 'Dirac fermions', 'terahertz', 'Landau emission']",['Physics'],"['Gebert, Sebastian', 'Consejo, Christophe', 'Krishtopenko, Sergey', 'Ruffenach, Sandra', 'Szola, Maria', 'Torres, Jérémie', 'Bray, Cédric', 'Jouault, Benoit', 'Orlita, Milan', 'Baudry, Xavier', 'Ballet, Philippe', 'Mozorov, Sergey', 'Gavrilenko, Vladimir', 'Mikhailov, Nikolai', 'Dvoretskii, Sergei', 'Teppe, Frédéric']",,https://doi.org/10.57745/LXTWNG
Quantification data for MCQR : Streptomyces data from millan oropeza et al,doi:10.57745/9OKPZO,MCQR,inrae://10.57745/9OKPZO,2023-03-13T09:29:46Z,2024-10-03T14:26:09Z,,"['Medicine, Health and Life Sciences']","['Balliau, Thierry']",,https://doi.org/10.57745/9OKPZO
Demonstration of Type A volume Bragg gratings inscribed with a femtosecond Gaussian-Bessel laser beam,doi:10.57745/5IQYZ7,ICMCB,espace-generique://10.57745/5IQYZ7,2023-05-15T08:42:35Z,2023-08-24T12:10:48Z,"['Silver', 'Glasses', 'Photonics']","['Chemistry', 'Physics']","['Harb, Joelle', 'Talbot, Lauris', 'Petit, Yannick', 'Bernier, Martin', 'Canioni, Lionel']",,https://doi.org/10.57745/5IQYZ7
Speckle-correlation imaging through a kaleidoscopic multimode fiber (experimental data and Python scripts),doi:10.57745/B6PSX0,Data Repository Grenoble Alpes,univ-grenoble-alpes://10.57745/B6PSX0,2023-06-05T15:31:33Z,2024-11-08T16:22:50Z,"['light propagation', 'optical imaging', 'multimode fibers', 'speckle correlations', 'memory effect']",['Physics'],"['Bouchet, Dorian', 'Caravaca-Aguirre, Antonio Miguel', 'Godefroy, Guillaume', 'Moreau, Philippe', 'Wang, Irène', 'Bossy, Emmanuel']",,https://doi.org/10.57745/B6PSX0
Meloidogyne arenaria gene prediction,doi:10.57745/VO3BDJ,Gene-Predictions,inrae://10.57745/VO3BDJ,2023-04-19T13:24:24Z,2023-04-20T09:11:25Z,,"['Computer and Information Science', 'Agricultural Sciences']","['Rancurel, Corinne', 'Danchin, Etienne']",,https://doi.org/10.57745/VO3BDJ
PigLet case study for ASTERICS,doi:10.57745/TCKSTD,Omics,inrae://10.57745/TCKSTD,2023-06-19T10:33:36Z,2023-07-13T16:32:23Z,"['MFA', 'exploratory analysis', 'pig', 'fetal development', 'metabolomics']","['Medicine, Health and Life Sciences', 'Mathematical Sciences', 'Agricultural Sciences']","['Vialaneix, Nathalie', 'Liaubet, Laurence']",['http://www.ebi.ac.uk/metabolights/MTBLS1541'],https://doi.org/10.57745/TCKSTD
Replication Data for : Periodic mesoporous organosilica nanoparticles: morphology control and sorption properties,doi:10.57745/PAV54J,CNRS Research Data,espace-generique://10.57745/PAV54J,2023-06-26T09:58:25Z,2024-04-18T12:54:42Z,"['mesoporosity', 'nanoparticle']",['Chemistry'],"['CATTOEN, Xavier', 'KODJIKIAN, Stéphanie', 'TRENS, Philippe']",,https://doi.org/10.57745/PAV54J
Essential genes of Salmonella Enteritidis grown on tryptone soy agar,doi:10.57745/PIHAMK,Data INRAE,inrae://10.57745/PIHAMK,2023-06-26T15:14:57Z,2024-12-11T15:55:19Z,,"['Other', 'Agricultural Sciences']","['Trotereau, Jérôme']",,https://doi.org/10.57745/PIHAMK
Census of breeding birds in a typical valley of Eastern Pyrenees,doi:10.57745/YUESL8,Data INRAE,inrae://10.57745/YUESL8,2023-08-25T16:24:01Z,2024-01-22T15:46:47Z,"['Aves', 'mountain', 'point-count', 'habitat']","['Medicine, Health and Life Sciences']","['Génard, Michel', 'Lescourret, Françoise']",,https://doi.org/10.57745/YUESL8
UV-Visible (UV-Vis) spectroscopy analysis of lignins,doi:10.57745/FJQWSK,Organosolv lignins,inrae://10.57745/FJQWSK,2023-06-29T07:58:23Z,2023-07-07T13:16:50Z,"['Lignins', 'UV-Visible', 'Organosolv', 'Mass extinction coefficient']","['Chemistry', 'Agricultural Sciences']","['Foulon, Laurence', 'Chabbert, Brigitte', 'Aguié-Béghin, Véronique']",,https://doi.org/10.57745/FJQWSK
The use of nanopore sequencing to analyze the chloroplast transcriptome part 2 – bioinformatic analyzes and virtual RN blots,doi:10.57745/UWAHNR,SPOmics,inrae://10.57745/UWAHNR,2023-07-31T11:48:00Z,2024-06-06T07:33:58Z,,['Agricultural Sciences'],"['DELANNOY, Etienne']",,https://doi.org/10.57745/UWAHNR
Dataset of Ixodes ricinus ticks in the Auvergne-Rhône-Alpes region (France),doi:10.57745/VX3DF7,Experimental - Observation - Simulation,inrae://10.57745/VX3DF7,2023-10-24T07:09:16Z,2025-04-02T09:41:52Z,"['Ixodes ricinus', 'forest', 'tick', 'abundance (ecology)']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['Lebert, Isabelle', 'POUX, Valérie', 'RENE-MARTELLET, Magalie', 'TEYNIE, Alexandre', ""VOURC'H, Gwenaël"", 'CHALVET-MONFRAY, Karine', 'MASSEGLIA, Sébastien', 'BORD, Séverine']",,https://doi.org/10.57745/VX3DF7
"Supplementary data for ""Divergent selection for feed efficiency in pigs altered the duodenum transcriptome and DNA methylation profiles, resulting in greater responses to feed intake in the most efficient line""",doi:10.57745/V7FWEH,Omics,inrae://10.57745/V7FWEH,2023-10-19T13:21:27Z,2024-02-15T17:22:44Z,,"['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['DEVAILLY, GUILLAUME']",,https://doi.org/10.57745/V7FWEH
Experimental dataset of turbulent flow around a 5:1 rectangular cylinder with geometric variations,doi:10.57745/WDIKG9,French Fluid Dynamics Database,espace-generique://10.57745/WDIKG9,2023-09-20T12:01:00Z,2024-07-05T06:49:11Z,"['Fluid dynamics', 'Blunt body', 'Aerodynamics', 'Flow-structure interaction']","['Physics', 'Other']","['Haffner, Yann', 'Heitz, Dominique', 'Perret, Laurent', 'Braud, Patrick']",,https://doi.org/10.57745/WDIKG9
Un outil de gestion de la fertilité des sols en maraîchage: Ferti-Pépi,doi:10.57745/NTTSBR,Data INRAE,inrae://10.57745/NTTSBR,2023-10-06T15:10:49Z,2025-01-17T12:50:38Z,"['Fertility', 'Horticulture', 'Vegetable production', 'Decision support systems', 'Organic waste product', 'Fertilité', 'Maraîchage', 'Produit résiduaire organique', 'Production de légumes', ""Outil d'aide à la décision""]",['Agricultural Sciences'],"['Arsac, Baptiste', 'Morel, Kevin']",,https://doi.org/10.57745/NTTSBR
"nonstructural carbohydrates, water potential and mortality dynamics during drought in tree seedlings",doi:10.57745/URI8QC,Biogeco Dataverse,inrae://10.57745/URI8QC,2024-02-20T22:11:16Z,2024-08-12T12:01:17Z,,['Earth and Environmental Sciences'],"['Trueba, Santiago']",,https://doi.org/10.57745/URI8QC
Soybean establishment under relay cropping,doi:10.57745/SIUSGO,Experimental - Observation - Simulation,inrae://10.57745/SIUSGO,2023-04-18T11:49:01Z,2023-07-20T12:22:05Z,"['Crop diversification, soybean establishment, non-emergence, post-emergence damage']",['Agricultural Sciences'],"['Lamichhane, Jay Ram']",,https://doi.org/10.57745/SIUSGO
The Androgynous Twins of Zinc - Raw data and Models,doi:10.57745/FOINIM,UMET ,univ-lille://10.57745/FOINIM,2024-01-31T16:32:02Z,2024-06-26T14:54:35Z,"['High pressure', 'Mechanical properties', 'Twinning', 'Hcp metals', 'Plastic deformation']",['Physics'],"['Merkel, Sebastien', 'Hilairet, Nadège', 'Wang, Yanbin', 'Tomé, Carlos N.']",,https://doi.org/10.57745/FOINIM
Physio-morphological characterization of sunflower response to cold,doi:10.57745/4HNS1J,Experimental - Observation - Simulation,inrae://10.57745/4HNS1J,2024-02-14T13:38:17Z,2025-04-23T10:31:20Z,,['Agricultural Sciences'],"['LECONTE, JEAN']",,https://doi.org/10.57745/4HNS1J
Etude 4pour1000 : Procédure d'extrapolation et agrégation des sorties de STICS et PaSim,doi:10.15454/DBTALB,Etude 4pour1000 Stocker du carbone dans les sols français : quel potentiel au regard de l’objectif 4 pour 1000 et à quel coût ? Dataverse,inrae://10.15454/DBTALB,2022-02-04T17:07:40Z,2022-02-04T17:46:20Z,"['agregation', 'carbon sequestration', 'STICS', 'PaSim']","['Earth and Environmental Sciences', 'Social Sciences', 'Agricultural Sciences']","['Bamière, Laure', 'Schiavo, Michele']",,https://doi.org/10.15454/DBTALB
MicroReset: characterization of the rabbit (Oryctolagus cuniculus) fecal metagenome and resistome by deep shotgun sequencing,doi:10.15454/5EJKAS,MetaGenoPolis,inrae://10.15454/5EJKAS,2022-03-21T14:16:43Z,2023-09-19T14:04:06Z,,"['Medicine, Health and Life Sciences']","['PLAZA ONATE, Florian', 'COULIBALY, Camille', 'ACHARD, Caroline', 'GHOZLANE, Amine', 'PONS, Nicolas', 'RUPPE, Etienne', 'DILE, Benoit', 'BOUCHER, Samuel', 'CHATELLIER, Stéphane', 'LE NORMAND, Bernadette', 'SAUSSET, Romain', 'LE CHATELIER, Emmanuelle', 'PETIT, Marie-Agnes', 'ESTELLE, Jordi', 'ZEMB, Olivier', 'ALMEIDA, Mathieu']",,https://doi.org/10.15454/5EJKAS
Données de réplication pour : Matériels Supplémentaires pour Livrable 2 OFB PhytoDOM 2021,doi:10.15454/DI74PS,Data INRAE,inrae://10.15454/DI74PS,2022-01-14T09:54:47Z,2022-01-14T09:58:40Z,,"['Earth and Environmental Sciences', 'Computer and Information Science']","['Canino, Alexis']",,https://doi.org/10.15454/DI74PS
Lorenzi_data_TAG2024,doi:10.57745/VISRTZ,SAMMCR,inrae://10.57745/VISRTZ,2024-01-23T14:57:25Z,2024-02-28T08:06:06Z,,['Agricultural Sciences'],"['Moreau, Laurence']",,https://doi.org/10.57745/VISRTZ
High-resolution land use and land cover maps for the greater Mariño watershed in 2019,doi:10.57745/DDP1ZR,Acompañamiento para la Gobernanza Adaptiva de la Tierra en Apurímac (AGATA) - Land use,upsaclay://10.57745/DDP1ZR,2023-10-27T18:44:43Z,2024-08-02T11:11:49Z,"['Land use', 'Machine learning', 'Supervised classification', 'Remote sensing', 'Random forest']",['Earth and Environmental Sciences'],"['Vallet, Améline', 'Dupuy, Stéphane', 'Verlynde, Matthieu', 'Gaetano, Raffaele']",,https://doi.org/10.57745/DDP1ZR
Données de réplication pour : Analyse de tendances climatiques localisées sur le département de la Lozère,doi:10.57745/KQPYA4,Espace Générique,espace-generique://10.57745/KQPYA4,2023-09-01T14:15:43Z,2023-10-23T06:31:32Z,"['analyse temporelle', 'indicateur du changement climatique', 'Département de la Lozère', 'indicateur environnemental']",['Earth and Environmental Sciences'],"['Pignard Loriane', 'Beguier Tiphaine', 'Verdier Roméo', 'Massé Alizée']",,https://doi.org/10.57745/KQPYA4
"Data of the paper ""Environmental matrices need consideration: insights from water and biofilm environmental DNA for multi-taxonomic biomonitoring""",doi:10.57745/TCA5HA,Data INRAE,inrae://10.57745/TCA5HA,2023-09-19T17:13:48Z,2024-07-15T15:11:09Z,['Metabarcoding'],['Earth and Environmental Sciences'],"['GAUVIN, PAULA']",,https://doi.org/10.57745/TCA5HA
Integrating Adaptation Pathways and Ostrom's Framework for Sustainable Governance of Social-Ecological Systems in a Changing World,doi:10.57745/IVWYL4,Data INRAE,inrae://10.57745/IVWYL4,2024-04-02T21:00:24Z,2025-01-24T15:17:39Z,,"['Earth and Environmental Sciences', 'Social Sciences']",['Anonymous Authors'],,https://doi.org/10.57745/IVWYL4
Production routes and properties of various plant powders intended for the manufacture of green products: Spectra and Images,doi:10.57745/1SVOBA,Platform for Processing Plant Product with Emergent Technologies,inrae://10.57745/1SVOBA,2024-01-22T14:22:27Z,2024-08-06T08:39:37Z,,"['Engineering', 'Agricultural Sciences']","['Buche, Patrice', 'Mayer, Claire', 'Beaugrand, Johnny', 'Bourmaud, Alain', 'Brionne, Lena', 'Colinart, Thibault', 'Dervaux, Stéphane', 'Fabre, Charlène', 'le Guen, Marie-Joo', 'Konschak, Kolja', 'Paës, Gabriel', 'Sotto, Cécile', 'Weber, Magalie']",,https://doi.org/10.57745/1SVOBA
Life cycle inventories and unit processes of four spring frost protection methods in viticulture of the Loire Valley Region,doi:10.57745/IZNEYZ,GRAPPE,data-groupe-esa://10.57745/IZNEYZ,2024-05-21T14:14:17Z,2024-12-20T09:44:39Z,"['life cycle analysis', 'environmental impact', 'environmental assessment']","['Earth and Environmental Sciences', 'Engineering', 'Agricultural Sciences']","['BAILLET, Vincent', 'RENAUD-GENTIE, Christel']",,https://doi.org/10.57745/IZNEYZ
RPG complété 2022 Région Grand Est,doi:10.57745/UQAJ8Y,RPG complété 2022,inrae://10.57745/UQAJ8Y,2024-05-16T14:04:20Z,2024-05-16T14:39:29Z,"['RPG, RPG complété', 'parcelle agricole']",['Agricultural Sciences'],"['Cantelaube, Pierre', 'Lardot, Benjamin']",,https://doi.org/10.57745/UQAJ8Y
"Replication Data for ""Extensive multivariate dataset characterizing bacterial community diversity and Campylobacter contamination level in a large number of conventional broilers carcasses after air chilling and refrigerated storage""",doi:10.57745/ETSMIM,Experimental - Observation - Simulation,inrae://10.57745/ETSMIM,2024-06-20T12:57:46Z,2025-03-27T15:18:50Z,"['Broiler meat', 'Microbiota', 'Metagenetic', 'Pathogen', 'Food safety']","['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Hautefeuille, Sophie', 'Tareb, Raouf', 'Bouju-Albert, Agnès', 'Misery, Boris', 'Laroche, Béatrice', 'Guillou, Sandrine', 'Haddad, Nabila']",,https://doi.org/10.57745/ETSMIM
Impact des digestats de méthanisation sur la qualité biologique des sols : Evaluation d’impact à long terme sur des sites expérimentaux,doi:10.57745/OQ5JDG,MéthaBioSol,inrae://10.57745/OQ5JDG,2024-05-23T15:03:15Z,2024-07-11T13:48:29Z,"['digestat', 'sol agricole', 'nématode du sol', 'Lumbricina', 'minéralisation du carbone', 'analyse de sol', 'qualité biologique du sol', 'micro-organisme du sol', 'microorganisme pathogène']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['CANNAVACCIUOLO, Mario', 'MORA SALGUERO, Daniela Alejandra', 'HOEFFNER, Kevin', 'CHAUVIN, Camille', 'PIVETEAU, Pascal', 'BARRE, Pierre', 'SADET BOURGETEAU, Sophie']",,https://doi.org/10.57745/OQ5JDG
Reaching V2(PO4)3 by sodium extraction from single-phase NaxV2(PO4)3 (1 < x < 3) positive electrode materials,doi:10.57745/DEC505,ICMCB,cnrs://10.57745/DEC505,2024-09-03T16:24:02Z,2024-11-04T13:36:09Z,"['Electrodes', 'Crystalline structure']","['Chemistry', 'Physics']","['Croguennec, Laurence', 'Park, Sunkyu', 'Wang, Ziliang', 'Choudhary, Kriti', 'Chotard, Jean-Noël', 'Carlier, Dany', 'Fauth, François', 'Canepa, Pieremanuele', 'Masquelier, Christian']",,https://doi.org/10.57745/DEC505
Endozoochorous plant dispersal by brown bear (Ursus arctos) in the Pyrénées: angiosperms but also ferns and mosses and the importance of disaggregation agents,doi:10.57745/CPS1V3,Data INRAE,inrae://10.57745/CPS1V3,2024-07-29T15:02:04Z,2025-02-17T15:38:49Z,"['Dispersal effectiveness; Ecosystem engineers; Faecal matrix; Fern; Long distance dispersal; Megafauna; Moss; Plant dispersal; Seed dispersal; Ursus arctos', 'Ursus arctos', 'seed dispersal', 'plant dispersal', 'moss', 'Megafauna', 'long distance dispersal', 'fern', 'feacal matrix', 'ecosystem engineers', 'dispersal efffectiveness']",['Earth and Environmental Sciences'],"['Pauly, Grégoire', 'Vanpé, Cécile', 'Roy, Mélanie', 'Quenette, Pierre-Yves', 'Sentilles, Jérôme', 'Dumas, Yann', 'Chevalier, Adélie', 'Chevalier, Richard', 'Daufresne, Tanguy', 'Baltzinger, Christophe']",,https://doi.org/10.57745/CPS1V3
Dataset from the DIVEGFOOD system experiment reporting on diversified agroecological market-gardening cropping systems’ exposure to hazards and performances compared to a low-diversified baseline,doi:10.57745/TJCJZY,UE Maraichage Dataverse,inrae://10.57745/TJCJZY,2024-09-10T08:30:10Z,2025-05-13T08:49:33Z,"['crop diversification', 'intercropping', 'crop rotation', 'agroecology', 'field system experiment', 'market-gardening', 'vegetable', 'protected cultivation', 'greenhouse', 'organic agriculture']",['Agricultural Sciences'],"['PERRIN, Benjamin', 'PARES, Laure', 'LEFEVRE, Amélie']",,https://doi.org/10.57745/TJCJZY
"Infrared and differential calorimetry data associated with article ""The influence of hydroxide to fluoride substitution in the trans-position to NO on the photochemistry of ruthenium nitrosyl complexes in the solid state and in solution""",doi:10.12763/SBYCKJ,CRM2,univ-lorraine://10.12763/SBYCKJ,2024-11-07T10:10:13Z,2024-11-19T15:32:42Z,"['infrared spectroscopy', 'differential scanning calorimetry']",['Chemistry'],"['Schaniel, Dominik']",,https://doi.org/10.12763/SBYCKJ
MetabEAU-NIRS-monitoring-of-sugar-accumulation-in-single-berries,doi:10.57745/YGKPZA,Data INRAE,inrae://10.57745/YGKPZA,2024-11-07T12:44:46Z,2024-11-08T12:33:46Z,,"['Computer and Information Science', 'Agricultural Sciences']","['Tavernier, Flora']",,https://doi.org/10.57745/YGKPZA
Sequence-based genome-wide association studies reveal the polygenic architecture of Varroa destructor resistance in Western honey bees Apis mellifera,doi:10.57745/HHE4CZ,Data INRAE,inrae://10.57745/HHE4CZ,2024-03-12T15:47:18Z,2024-08-06T09:39:32Z,"['apis mellifera', 'pool sequence', 'varroa destructor', 'GWAS', 'resistance']",['Agricultural Sciences'],"['Eynard, Sonia E', 'Mondet, Fanny', 'Basso, Benjamin', 'Bouchez, Olivier', 'Bulach, Tabatha', 'Yves Le Conte', 'Dainat, Benjamin', 'Decourtye, Axel', 'Genestout, Lucie', 'Guichard, Matthieu', 'Guillaume, François', 'Labarthe, Emmanuelle', 'Locke, Barbara', 'Mahla, Rachid', 'de Miranda, Joachim', 'Neuditschko, Markus', 'Phocas, Florence', 'Poquet, Yannick', 'Sann, Christina', 'Serre, Rémi-Félix', 'Tabet, Kamila', 'Vignal, Alain', 'Servin, Bertrand']",,https://doi.org/10.57745/HHE4CZ
Corrélations rendement-protéines chez le blé tendre,doi:10.57745/THUQE3,Data INRAE,inrae://10.57745/THUQE3,2024-03-13T09:10:57Z,2024-06-26T15:48:42Z,,['Agricultural Sciences'],"['Bouchet, Sophie', 'Le Gouis, Jacques']",,https://doi.org/10.57745/THUQE3
Plasma-assisted combustion with nanosecond discharges. Part I: Discharge effects characterization in the burnt gases of a lean flame,doi:10.57745/8LZ7LU,Université Paris-Saclay,upsaclay://10.57745/8LZ7LU,2024-03-17T12:20:44Z,2024-07-09T13:39:37Z,"['Plasma-assisted combustion', 'discharge', 'combustion', 'spectroscopy']","['Engineering', 'Physics']","['Minesi, Nicolas', 'Blanchard, Victorien', 'Pannier, Erwan', 'Stancu, Gabi-Daniel', 'Laux, Christophe']",,https://doi.org/10.57745/8LZ7LU
